dataset,distinctive_for,rank,feature_idx,honest_mean,deceptive_mean,difference,ratio
convincing-game,honest,22,3220,2.5976035594940186,2.019261121749878,-0.5783424377441406,0.7773553729057312
convincing-game,honest,23,43691,1.367291808128357,0.7907069325447083,-0.5765848755836487,0.5783015489578247
convincing-game,honest,24,6815,1.0310806035995483,0.455965131521225,-0.575115442276001,0.44222065806388855
convincing-game,honest,25,29901,0.9995323419570923,0.4325108826160431,-0.5670214891433716,0.43271324038505554
convincing-game,honest,26,803,1.5232714414596558,0.959745466709137,-0.5635259747505188,0.6300554275512695
convincing-game,honest,27,30451,1.0906277894973755,0.5309986472129822,-0.5596291422843933,0.4868743121623993
convincing-game,honest,28,3138,0.9339338541030884,0.3746029734611511,-0.5593308806419373,0.4011022448539734
convincing-game,honest,29,2571,1.8555701971054077,1.2996708154678345,-0.5558993816375732,0.700415849685669
convincing-game,honest,30,52426,1.564469575881958,1.0088951587677002,-0.5555744171142578,0.6448799967765808
convincing-game,honest,31,25817,2.4131107330322266,1.8577377796173096,-0.555372953414917,0.7698518633842468
convincing-game,honest,32,167,1.3206260204315186,0.7674193978309631,-0.5532066226005554,0.581102728843689
convincing-game,honest,33,40965,2.350917339324951,1.7989466190338135,-0.5519707202911377,0.7652105093002319
convincing-game,honest,34,1594,2.7678110599517822,2.2166833877563477,-0.5511276721954346,0.8008795976638794
convincing-game,honest,35,13124,1.850470781326294,1.3032186031341553,-0.5472521781921387,0.7042632699012756
convincing-game,honest,36,18500,1.0467565059661865,0.5006892085075378,-0.5460672974586487,0.47832444310188293
convincing-game,honest,37,55671,1.3562700748443604,0.8102229237556458,-0.5460471510887146,0.5973905324935913
convincing-game,honest,38,55043,1.795535922050476,1.2511370182037354,-0.5443989038467407,0.6968042254447937
convincing-game,honest,39,10272,2.535318613052368,1.9911149740219116,-0.5442036390304565,0.7853509783744812
convincing-game,honest,40,42498,1.889831304550171,1.3457449674606323,-0.5440863370895386,0.7120979428291321
convincing-game,honest,41,59210,1.1467456817626953,0.6034444570541382,-0.5433012247085571,0.5262234210968018
convincing-game,honest,42,41813,1.1517701148986816,0.6105937361717224,-0.5411763787269592,0.5301350951194763
convincing-game,honest,43,18127,2.0946688652038574,1.5575954914093018,-0.5370733737945557,0.7435998916625977
convincing-game,honest,44,25974,1.8349450826644897,1.3066465854644775,-0.5282984972000122,0.7120903134346008
convincing-game,honest,45,5911,1.2615759372711182,0.7350322604179382,-0.5265436768531799,0.5826302170753479
convincing-game,honest,46,15858,2.1826319694519043,1.6566917896270752,-0.5259401798248291,0.7590339779853821
convincing-game,honest,47,11422,1.736480474472046,1.213771104812622,-0.5227093696594238,0.6989834308624268
convincing-game,honest,48,55412,1.6013821363449097,1.0787309408187866,-0.522651195526123,0.6736249327659607
convincing-game,honest,49,676,1.5728890895843506,1.050416111946106,-0.5224729776382446,0.6678259372711182
convincing-game,honest,50,23196,2.648970603942871,2.1269547939300537,-0.5220158100128174,0.8029363751411438
harm-pressure-choice,deceptive,1,13608,0.2900598347187042,0.5304999351501465,0.24044010043144226,1.828932762145996
harm-pressure-choice,deceptive,2,32354,0.810199499130249,1.0207022428512573,0.2105027437210083,1.2598159313201904
harm-pressure-choice,deceptive,3,25864,2.3301990032196045,2.5380287170410156,0.20782971382141113,1.0891896486282349
harm-pressure-choice,deceptive,4,62827,0.509625256061554,0.7053965330123901,0.19577127695083618,1.3841475248336792
harm-pressure-choice,deceptive,5,675,0.9686484932899475,1.148876667022705,0.18022817373275757,1.1860615015029907
harm-pressure-choice,deceptive,6,15562,0.48524758219718933,0.6491712927818298,0.1639237105846405,1.3378145694732666
harm-pressure-choice,deceptive,7,43045,1.6280903816223145,1.7910064458847046,0.16291606426239014,1.1000657081604004
harm-pressure-choice,deceptive,8,32860,0.5882324576377869,0.7483840584754944,0.16015160083770752,1.272258996963501
harm-pressure-choice,deceptive,9,44215,0.8593494892120361,1.0187231302261353,0.15937364101409912,1.1854584217071533
harm-pressure-choice,deceptive,10,4724,0.9527068734169006,1.111171841621399,0.1584649682044983,1.1663312911987305
harm-pressure-choice,deceptive,11,9676,0.17747379839420319,0.3354668915271759,0.15799309313297272,1.8902333974838257
harm-pressure-choice,deceptive,12,39397,0.7598758339881897,0.9154862761497498,0.15561044216156006,1.2047840356826782
harm-pressure-choice,deceptive,13,34724,0.5774279236793518,0.7319459915161133,0.15451806783676147,1.2675971984863281
harm-pressure-choice,deceptive,14,41604,0.574393093585968,0.7270980477333069,0.15270495414733887,1.2658544778823853
harm-pressure-choice,deceptive,15,3664,1.9082293510437012,2.0584475994110107,0.15021824836730957,1.078721284866333
harm-pressure-choice,deceptive,16,54755,0.7738418579101562,0.923271894454956,0.1494300365447998,1.1931015253067017
harm-pressure-choice,deceptive,17,63004,1.5455012321472168,1.6908810138702393,0.14537978172302246,1.0940663814544678
harm-pressure-choice,deceptive,18,7432,0.3082016706466675,0.4531170725822449,0.1449154019355774,1.4701967239379883
harm-pressure-choice,deceptive,19,39963,0.3762720227241516,0.5194718241691589,0.14319980144500732,1.380575180053711
harm-pressure-choice,deceptive,20,12300,1.1328667402267456,1.2746936082839966,0.14182686805725098,1.1251928806304932
harm-pressure-choice,deceptive,21,19241,0.4555134177207947,0.5968946814537048,0.14138126373291016,1.310377836227417
harm-pressure-choice,deceptive,22,42804,0.7661553025245667,0.9074769616127014,0.14132165908813477,1.1844556331634521
harm-pressure-choice,deceptive,23,851,0.9398279190063477,1.0785210132598877,0.13869309425354004,1.1475728750228882
harm-pressure-choice,deceptive,24,53890,0.7136666178703308,0.8508424162864685,0.1371757984161377,1.192212700843811
harm-pressure-choice,deceptive,25,3392,2.050527811050415,2.1873223781585693,0.1367945671081543,1.0667119026184082
harm-pressure-choice,deceptive,26,40606,0.9702420830726624,1.106637716293335,0.1363956332206726,1.1405789852142334
harm-pressure-choice,deceptive,27,11004,1.5133476257324219,1.6481300592422485,0.13478243350982666,1.0890624523162842
harm-pressure-choice,deceptive,28,41532,3.0071310997009277,3.141103506088257,0.1339724063873291,1.0445516109466553
harm-pressure-choice,deceptive,29,30432,0.47863733768463135,0.6124477386474609,0.1338104009628296,1.2795653343200684
harm-pressure-choice,deceptive,30,33072,0.7786699533462524,0.9118183255195618,0.13314837217330933,1.1709946393966675
harm-pressure-choice,deceptive,31,19937,1.5393134355545044,1.6718250513076782,0.13251161575317383,1.0860848426818848
harm-pressure-choice,deceptive,32,1130,0.6663060188293457,0.7984717488288879,0.13216572999954224,1.1983559131622314
harm-pressure-choice,deceptive,33,26784,1.9763593673706055,2.108376979827881,0.1320176124572754,1.0667983293533325
harm-pressure-choice,deceptive,34,6125,0.3004510700702667,0.4320860505104065,0.13163498044013977,1.4381245374679565
harm-pressure-choice,deceptive,35,4532,1.5704821348190308,1.7020106315612793,0.13152849674224854,1.0837503671646118
harm-pressure-choice,deceptive,36,38820,0.5376554727554321,0.6687464118003845,0.1310909390449524,1.2438195943832397
harm-pressure-choice,deceptive,37,9253,0.8119688034057617,0.9425519704818726,0.13058316707611084,1.160822868347168
harm-pressure-choice,deceptive,38,41223,0.7103042006492615,0.8406976461410522,0.13039344549179077,1.1835740804672241
harm-pressure-choice,deceptive,39,49563,0.481807142496109,0.6113102436065674,0.12950310111045837,1.2687861919403076
harm-pressure-choice,deceptive,40,6379,0.4766249358654022,0.6054224967956543,0.12879756093025208,1.270228385925293
harm-pressure-choice,deceptive,41,57266,0.5319228172302246,0.6605960130691528,0.12867319583892822,1.2419019937515259
harm-pressure-choice,deceptive,42,13105,0.9230712056159973,1.0516877174377441,0.12861651182174683,1.1393353939056396
harm-pressure-choice,deceptive,43,44620,0.8225592970848083,0.9502142667770386,0.12765496969223022,1.1551923751831055
harm-pressure-choice,deceptive,44,59753,0.3174830377101898,0.444020539522171,0.1265375018119812,1.3985645771026611
harm-pressure-choice,deceptive,45,21310,0.8889090418815613,1.0150468349456787,0.12613779306411743,1.1419018507003784
harm-pressure-choice,deceptive,46,45051,0.6989389657974243,0.8247920870780945,0.12585312128067017,1.1800631284713745
harm-pressure-choice,deceptive,47,50079,0.36913684010505676,0.4947287142276764,0.12559187412261963,1.34023118019104
harm-pressure-choice,deceptive,48,15402,0.9083570241928101,1.0333722829818726,0.1250152587890625,1.1376278400421143
harm-pressure-choice,deceptive,49,2069,0.5056716203689575,0.6296991109848022,0.12402749061584473,1.2452727556228638
harm-pressure-choice,deceptive,50,41496,0.9362494349479675,1.0596427917480469,0.12339335680007935,1.1317954063415527
harm-pressure-choice,honest,1,55209,3.4292831420898438,3.0597214698791504,-0.36956167221069336,0.8922335505485535
harm-pressure-choice,honest,2,4730,2.4274802207946777,2.1500024795532227,-0.2774777412414551,0.8856930732727051
harm-pressure-choice,honest,3,47503,0.6021936535835266,0.3359535336494446,-0.26624011993408203,0.5578829050064087
harm-pressure-choice,honest,4,24548,0.8805404901504517,0.6672130227088928,-0.21332746744155884,0.7577311992645264
harm-pressure-choice,honest,5,11803,0.5647985935211182,0.35843023657798767,-0.2063683569431305,0.6346160173416138
harm-pressure-choice,honest,6,16368,0.36346229910850525,0.1585468202829361,-0.20491547882556915,0.43621256947517395
harm-pressure-choice,honest,7,11658,2.304795265197754,2.107581377029419,-0.19721388816833496,0.9144332408905029
harm-pressure-choice,honest,8,39254,2.204298257827759,2.0095303058624268,-0.19476795196533203,0.9116417169570923
harm-pressure-choice,honest,9,59210,0.5467438101768494,0.3526127338409424,-0.19413107633590698,0.6449322700500488
harm-pressure-choice,honest,10,30226,1.4569963216781616,1.2642349004745483,-0.19276142120361328,0.8676994442939758
harm-pressure-choice,honest,11,27482,1.0160506963729858,0.8245243430137634,-0.1915263533592224,0.8114992380142212
harm-pressure-choice,honest,12,215,1.2449535131454468,1.0562561750411987,-0.18869733810424805,0.8484302163124084
harm-pressure-choice,honest,13,34947,0.9090824127197266,0.7309798002243042,-0.17810261249542236,0.8040853142738342
harm-pressure-choice,honest,14,24153,1.3944686651229858,1.2169432640075684,-0.17752540111541748,0.8726931810379028
harm-pressure-choice,honest,15,53935,0.670499324798584,0.4934762418270111,-0.17702308297157288,0.7359831929206848
harm-pressure-choice,honest,16,31163,0.3597833216190338,0.1830524206161499,-0.1767309010028839,0.5087851881980896
harm-pressure-choice,honest,17,3035,0.8395744562149048,0.6631971001625061,-0.17637735605239868,0.7899205088615417
harm-pressure-choice,honest,18,36502,1.9909274578094482,1.8176674842834473,-0.17325997352600098,0.9129752516746521
harm-pressure-choice,honest,19,57200,0.8752951622009277,0.7025102972984314,-0.17278486490249634,0.8025981783866882
harm-pressure-choice,honest,20,45875,0.32960954308509827,0.158675879240036,-0.17093366384506226,0.4814055860042572
harm-pressure-choice,honest,21,46022,0.4295978248119354,0.2600175142288208,-0.16958031058311462,0.6052579879760742
harm-pressure-choice,honest,22,53424,1.3600702285766602,1.191481351852417,-0.16858887672424316,0.876043975353241
harm-pressure-choice,honest,23,13615,0.6326857209205627,0.46537575125694275,-0.16730996966362,0.7355559468269348
harm-pressure-choice,honest,24,58353,1.0522884130477905,0.8857447504997253,-0.16654366254806519,0.8417319059371948
harm-pressure-choice,honest,25,44341,0.5128796100616455,0.3465255796909332,-0.16635403037071228,0.6756470203399658
harm-pressure-choice,honest,26,49989,1.3396075963974,1.1738348007202148,-0.16577279567718506,0.8762527108192444
harm-pressure-choice,honest,27,3006,2.1150169372558594,1.9494879245758057,-0.1655290126800537,0.9217362999916077
harm-pressure-choice,honest,28,42065,0.6561213731765747,0.49065831303596497,-0.16546306014060974,0.7478163838386536
harm-pressure-choice,honest,29,35879,1.9053963422775269,1.740279197692871,-0.16511714458465576,0.9133423566818237
harm-pressure-choice,honest,30,38857,0.880592405796051,0.7162579894065857,-0.16433441638946533,0.8133819699287415
harm-pressure-choice,honest,31,35243,1.501603603363037,1.3372818231582642,-0.16432178020477295,0.8905691504478455
harm-pressure-choice,honest,32,13482,1.537423014640808,1.3744637966156006,-0.16295921802520752,0.8940049409866333
harm-pressure-choice,honest,33,34663,1.5507442951202393,1.3886330127716064,-0.1621112823486328,0.8954622745513916
harm-pressure-choice,honest,34,40355,1.2012232542037964,1.0391889810562134,-0.162034273147583,0.8651089668273926
harm-pressure-choice,honest,35,3548,1.6694657802581787,1.5091522932052612,-0.16031348705291748,0.9039731621742249
harm-pressure-choice,honest,36,12387,1.294010877609253,1.1346122026443481,-0.15939867496490479,0.8768181204795837
harm-pressure-choice,honest,37,57682,1.018964409828186,0.8597608804702759,-0.15920352935791016,0.8437594771385193
harm-pressure-choice,honest,38,46860,0.9901613593101501,0.8319015502929688,-0.1582598090171814,0.8401676416397095
harm-pressure-choice,honest,39,54724,1.2886319160461426,1.1314576864242554,-0.1571742296218872,0.8780301809310913
harm-pressure-choice,honest,40,39713,0.37381869554519653,0.2172151505947113,-0.15660354495048523,0.5810708403587341
harm-pressure-choice,honest,41,61242,0.4349381923675537,0.2786708474159241,-0.15626734495162964,0.6407136917114258
harm-pressure-choice,honest,42,16160,0.8439242243766785,0.6891151666641235,-0.15480905771255493,0.8165604472160339
harm-pressure-choice,honest,43,29998,0.7714928388595581,0.6169580221176147,-0.15453481674194336,0.799693763256073
harm-pressure-choice,honest,44,15016,1.1942507028579712,1.0398210287094116,-0.15442967414855957,0.8706890940666199
harm-pressure-choice,honest,45,57738,0.8199006915092468,0.6655825972557068,-0.15431809425354004,0.8117843866348267
harm-pressure-choice,honest,46,63066,0.7818055748939514,0.6287217736244202,-0.15308380126953125,0.8041920065879822
harm-pressure-choice,honest,47,8369,1.173783540725708,1.0213724374771118,-0.1524111032485962,0.8701540231704712
harm-pressure-choice,honest,48,17137,0.5989832282066345,0.4471025764942169,-0.1518806517124176,0.7464358806610107
harm-pressure-choice,honest,49,43377,1.0360249280929565,0.8846303224563599,-0.15139460563659668,0.8538697361946106
harm-pressure-choice,honest,50,12069,0.7109798789024353,0.5595962405204773,-0.151383638381958,0.7870774865150452
harm-pressure-knowledge-report,deceptive,1,54280,1.3969601392745972,1.9833413362503052,0.586381196975708,1.4197551012039185
harm-pressure-knowledge-report,deceptive,2,59268,3.6465280055999756,4.222246170043945,0.5757181644439697,1.1578811407089233
harm-pressure-knowledge-report,deceptive,3,42976,0.5578641295433044,1.1219664812088013,0.5641023516654968,2.0111823081970215
harm-pressure-knowledge-report,deceptive,4,8379,1.1869913339614868,1.7468019723892212,0.5598106384277344,1.4716215133666992
harm-pressure-knowledge-report,deceptive,5,65508,0.6393339037895203,1.1006323099136353,0.461298406124115,1.7215297222137451
harm-pressure-knowledge-report,deceptive,6,41393,1.562059760093689,2.013848304748535,0.4517885446548462,1.2892261743545532
harm-pressure-knowledge-report,deceptive,7,11706,0.247568741440773,0.6978905200958252,0.4503217935562134,2.818976640701294
harm-pressure-knowledge-report,deceptive,8,44519,2.2175354957580566,2.662081003189087,0.4445455074310303,1.2004683017730713
harm-pressure-knowledge-report,deceptive,9,54282,1.1877245903015137,1.6143399477005005,0.4266153573989868,1.359187126159668
harm-pressure-knowledge-report,deceptive,10,46781,1.004038691520691,1.4150878190994263,0.41104912757873535,1.409395694732666
harm-pressure-knowledge-report,deceptive,11,32781,0.5930384993553162,1.002335786819458,0.40929728746414185,1.6901698112487793
harm-pressure-knowledge-report,deceptive,12,7325,0.8214640617370605,1.2299221754074097,0.4084581136703491,1.4972318410873413
harm-pressure-knowledge-report,deceptive,13,9378,1.253897786140442,1.6605868339538574,0.4066890478134155,1.3243398666381836
harm-pressure-knowledge-report,deceptive,14,55281,0.40744563937187195,0.8138599395751953,0.40641430020332336,1.9974687099456787
harm-pressure-knowledge-report,deceptive,15,4436,0.8239275217056274,1.2244219779968262,0.40049445629119873,1.4860796928405762
harm-pressure-knowledge-report,deceptive,16,57585,2.5519049167633057,2.951261520385742,0.3993566036224365,1.1564935445785522
harm-pressure-knowledge-report,deceptive,17,15402,1.1404293775558472,1.5331796407699585,0.39275026321411133,1.3443880081176758
harm-pressure-knowledge-report,deceptive,18,15456,0.5979336500167847,0.9893115758895874,0.39137792587280273,1.6545507907867432
harm-pressure-knowledge-report,deceptive,19,37155,0.9209699034690857,1.3085659742355347,0.387596070766449,1.4208563566207886
harm-pressure-knowledge-report,deceptive,20,22074,0.41714322566986084,0.8032636046409607,0.38612037897109985,1.9256302118301392
harm-pressure-knowledge-report,deceptive,21,48303,1.4371559619903564,1.8225178718566895,0.385361909866333,1.2681419849395752
harm-pressure-knowledge-report,deceptive,22,10836,0.5467590093612671,0.9307413101196289,0.3839823007583618,1.702288031578064
harm-pressure-knowledge-report,deceptive,23,12573,0.5088549256324768,0.8924866318702698,0.38363170623779297,1.7539117336273193
harm-pressure-knowledge-report,deceptive,24,35402,0.836052656173706,1.2180888652801514,0.3820362091064453,1.4569523334503174
harm-pressure-knowledge-report,deceptive,25,30839,0.4352075159549713,0.8168249130249023,0.38161739706993103,1.8768631219863892
harm-pressure-knowledge-report,deceptive,26,19840,0.8415359258651733,1.218870759010315,0.3773348331451416,1.4483882188796997
harm-pressure-knowledge-report,deceptive,27,48284,0.359737366437912,0.7319628596305847,0.37222549319267273,2.034714460372925
harm-pressure-knowledge-report,deceptive,28,51805,1.6615281105041504,2.033698081970215,0.37216997146606445,1.2239925861358643
harm-pressure-knowledge-report,deceptive,29,64705,1.292466163635254,1.6640796661376953,0.3716135025024414,1.287522792816162
harm-pressure-knowledge-report,deceptive,30,22531,2.893826961517334,3.2628984451293945,0.36907148361206055,1.127537488937378
harm-pressure-knowledge-report,deceptive,31,13381,1.218772053718567,1.5876235961914062,0.36885154247283936,1.3026419878005981
harm-pressure-knowledge-report,deceptive,32,63961,1.067915678024292,1.4339656829833984,0.36605000495910645,1.3427704572677612
harm-pressure-knowledge-report,deceptive,33,6125,0.23816567659378052,0.6020578145980835,0.363892138004303,2.527894973754883
harm-pressure-knowledge-report,deceptive,34,53890,0.687183678150177,1.0506572723388672,0.3634735941886902,1.5289322137832642
harm-pressure-knowledge-report,deceptive,35,42450,1.2804678678512573,1.6434531211853027,0.3629852533340454,1.2834786176681519
harm-pressure-knowledge-report,deceptive,36,9651,0.9182462692260742,1.2802678346633911,0.3620215654373169,1.3942532539367676
harm-pressure-knowledge-report,deceptive,37,10347,1.3208234310150146,1.681348204612732,0.3605247735977173,1.2729545831680298
harm-pressure-knowledge-report,deceptive,38,21836,0.7281610369682312,1.0879323482513428,0.3597713112831116,1.4940820932388306
harm-pressure-knowledge-report,deceptive,39,31492,1.010891079902649,1.3640782833099365,0.3531872034072876,1.3493820428848267
harm-pressure-knowledge-report,deceptive,40,2795,1.2956641912460327,1.648781418800354,0.3531172275543213,1.2725375890731812
harm-pressure-knowledge-report,deceptive,41,30233,1.0004148483276367,1.3526958227157593,0.35228097438812256,1.3521349430084229
harm-pressure-knowledge-report,deceptive,42,21949,1.7811614274978638,2.130502223968506,0.3493407964706421,1.1961308717727661
harm-pressure-knowledge-report,deceptive,43,57048,0.9474350810050964,1.2966820001602173,0.34924691915512085,1.3686236143112183
harm-pressure-knowledge-report,deceptive,44,55308,0.5934322476387024,0.9421219825744629,0.3486897349357605,1.5875813961029053
harm-pressure-knowledge-report,deceptive,45,17884,0.568706214427948,0.9166868329048157,0.3479806184768677,1.611881136894226
harm-pressure-knowledge-report,deceptive,46,9398,0.6992399096488953,1.0453124046325684,0.3460724949836731,1.4949266910552979
harm-pressure-knowledge-report,deceptive,47,41654,1.8742730617523193,2.219001531600952,0.3447284698486328,1.1839264631271362
harm-pressure-knowledge-report,deceptive,48,62262,0.9667379856109619,1.311337947845459,0.34459996223449707,1.3564563989639282
harm-pressure-knowledge-report,deceptive,49,57968,1.8216907978057861,2.166059970855713,0.34436917304992676,1.1890381574630737
harm-pressure-knowledge-report,deceptive,50,53776,0.4348425269126892,0.7786775231361389,0.3438349962234497,1.790711522102356
harm-pressure-knowledge-report,honest,1,27783,0.8561288118362427,0.3268519341945648,-0.5292768478393555,0.38177892565727234
harm-pressure-knowledge-report,honest,2,6363,0.9820201992988586,0.46364498138427734,-0.5183752179145813,0.4721338450908661
harm-pressure-knowledge-report,honest,3,1594,2.4459779262542725,1.9407036304473877,-0.5052742958068848,0.7934264540672302
harm-pressure-knowledge-report,honest,4,45008,0.4979555308818817,0.05067763105034828,-0.44727790355682373,0.10177139937877655
harm-pressure-knowledge-report,honest,5,59238,1.1418135166168213,0.7064138650894165,-0.4353996515274048,0.6186770796775818
harm-pressure-knowledge-report,honest,6,47386,0.6128681898117065,0.18622712790966034,-0.426641047000885,0.3038616180419922
harm-pressure-knowledge-report,honest,7,2297,1.1707953214645386,0.7470314502716064,-0.42376387119293213,0.6380546689033508
harm-pressure-knowledge-report,honest,8,9598,0.789775550365448,0.37018293142318726,-0.41959261894226074,0.46871915459632874
harm-pressure-knowledge-report,honest,9,64229,0.9785493016242981,0.5607108473777771,-0.417838454246521,0.5730021595954895
harm-pressure-knowledge-report,honest,10,32170,0.6161366105079651,0.20550192892551422,-0.41063469648361206,0.33353304862976074
harm-pressure-knowledge-report,honest,11,3097,1.6253234148025513,1.2166296243667603,-0.408693790435791,0.7485461831092834
harm-pressure-knowledge-report,honest,12,11460,0.7367737889289856,0.3293958008289337,-0.4073779881000519,0.4470786154270172
harm-pressure-knowledge-report,honest,13,49181,0.7925888895988464,0.3902980387210846,-0.40229085087776184,0.49243441224098206
harm-pressure-knowledge-report,honest,14,52937,0.4562015235424042,0.05767622962594032,-0.39852529764175415,0.1264270842075348
harm-pressure-knowledge-report,honest,15,45362,0.9870896339416504,0.5988667011260986,-0.38822293281555176,0.6066994071006775
harm-pressure-knowledge-report,honest,16,576,0.721790611743927,0.3344113826751709,-0.3873792290687561,0.46330803632736206
harm-pressure-knowledge-report,honest,17,42604,1.2552977800369263,0.8708528876304626,-0.3844448924064636,0.6937420964241028
harm-pressure-knowledge-report,honest,18,35345,1.693997859954834,1.3110805749893188,-0.38291728496551514,0.7739564776420593
harm-pressure-knowledge-report,honest,19,17137,0.43384405970573425,0.05758538842201233,-0.3762586712837219,0.13273291289806366
harm-pressure-knowledge-report,honest,20,8337,1.3622221946716309,0.986906111240387,-0.3753160834312439,0.7244824767112732
harm-pressure-knowledge-report,honest,21,2008,0.9833705425262451,0.6083890795707703,-0.37498146295547485,0.6186773777008057
harm-pressure-knowledge-report,honest,22,8505,2.381173610687256,2.0124988555908203,-0.36867475509643555,0.8451709747314453
harm-pressure-knowledge-report,honest,23,21781,0.7567350268363953,0.3899778425693512,-0.36675718426704407,0.515342652797699
harm-pressure-knowledge-report,honest,24,34735,1.1520156860351562,0.7868395447731018,-0.36517614126205444,0.6830111145973206
harm-pressure-knowledge-report,honest,25,14180,1.3612573146820068,0.9966030716896057,-0.3646542429924011,0.7321195602416992
harm-pressure-knowledge-report,honest,26,58061,1.959888219833374,1.5980302095413208,-0.3618580102920532,0.8153680562973022
harm-pressure-knowledge-report,honest,27,2831,0.4627636969089508,0.10166064649820328,-0.3611030578613281,0.2196815460920334
harm-pressure-knowledge-report,honest,28,17954,0.6619223356246948,0.302232563495636,-0.35968977212905884,0.4565982222557068
harm-pressure-knowledge-report,honest,29,14699,2.041058301925659,1.6814547777175903,-0.35960352420806885,0.8238151669502258
harm-pressure-knowledge-report,honest,30,1519,0.8133461475372314,0.45448747277259827,-0.3588586747646332,0.5587872862815857
harm-pressure-knowledge-report,honest,31,56752,1.0320875644683838,0.6746346354484558,-0.357452929019928,0.6536602973937988
harm-pressure-knowledge-report,honest,32,36515,1.0773169994354248,0.7210168838500977,-0.35630011558532715,0.6692708730697632
harm-pressure-knowledge-report,honest,33,38728,1.3150033950805664,0.9609993100166321,-0.3540040850639343,0.7307960391044617
harm-pressure-knowledge-report,honest,34,52966,1.2218090295791626,0.8716700673103333,-0.35013896226882935,0.7134258151054382
harm-pressure-knowledge-report,honest,35,20486,1.1274323463439941,0.7781914472579956,-0.34924089908599854,0.6902334094047546
harm-pressure-knowledge-report,honest,36,25026,0.8793980479240417,0.5318929553031921,-0.3475050926208496,0.6048375368118286
harm-pressure-knowledge-report,honest,37,10044,0.9819205403327942,0.6354364156723022,-0.34648412466049194,0.6471362709999084
harm-pressure-knowledge-report,honest,38,60953,2.0589540004730225,1.7141236066818237,-0.34483039379119873,0.8325215578079224
harm-pressure-knowledge-report,honest,39,64815,1.893525242805481,1.5495598316192627,-0.34396541118621826,0.8183465600013733
harm-pressure-knowledge-report,honest,40,12521,0.9599389433860779,0.6179237961769104,-0.3420151472091675,0.6437115669250488
harm-pressure-knowledge-report,honest,41,15313,1.1099357604980469,0.7687923908233643,-0.3411433696746826,0.6926458477973938
harm-pressure-knowledge-report,honest,42,6157,1.4184989929199219,1.0789562463760376,-0.3395427465438843,0.7606323957443237
harm-pressure-knowledge-report,honest,43,9403,0.5718355774879456,0.23254695534706116,-0.3392886221408844,0.4066675305366516
harm-pressure-knowledge-report,honest,44,38333,1.5163525342941284,1.17781662940979,-0.3385359048843384,0.7767432928085327
harm-pressure-knowledge-report,honest,45,518,1.1626062393188477,0.8266557455062866,-0.33595049381256104,0.711036741733551
harm-pressure-knowledge-report,honest,46,12413,3.3075504302978516,2.9741315841674805,-0.3334188461303711,0.8991946578025818
harm-pressure-knowledge-report,honest,47,64621,1.4383544921875,1.105520486831665,-0.33283400535583496,0.7686008214950562
harm-pressure-knowledge-report,honest,48,20815,1.185302734375,0.8532541990280151,-0.33204853534698486,0.7198618054389954
harm-pressure-knowledge-report,honest,49,54483,1.218848705291748,0.8880844712257385,-0.3307642340660095,0.7286256551742554
harm-pressure-knowledge-report,honest,50,16821,1.2876224517822266,0.9586728811264038,-0.32894957065582275,0.7445294857025146
soft-trigger,deceptive,1,32860,0.40954169631004333,0.9056207537651062,0.49607905745506287,2.2113029956817627
soft-trigger,deceptive,2,955,0.3684447109699249,0.8164120316505432,0.4479673206806183,2.2158331871032715
soft-trigger,deceptive,3,51734,1.3651232719421387,1.8085192441940308,0.4433959722518921,1.3248028755187988
soft-trigger,deceptive,4,52923,0.3788629472255707,0.8171722292900085,0.43830928206443787,2.156907320022583
soft-trigger,deceptive,5,31065,0.7520244717597961,1.1884664297103882,0.43644195795059204,1.5803560018539429
soft-trigger,deceptive,6,24298,1.3160407543182373,1.7452929019927979,0.42925214767456055,1.3261693716049194
soft-trigger,deceptive,7,32713,1.4404469728469849,1.8514323234558105,0.4109853506088257,1.2853178977966309
soft-trigger,deceptive,8,4436,0.6491663455963135,1.0574398040771484,0.40827345848083496,1.6289196014404297
soft-trigger,deceptive,9,30432,0.447222501039505,0.838253915309906,0.391031414270401,1.874355435371399
soft-trigger,deceptive,10,18904,3.0802230834960938,3.4711084365844727,0.3908853530883789,1.126901626586914
soft-trigger,deceptive,11,1937,0.8734367489814758,1.259088397026062,0.3856516480445862,1.4415335655212402
soft-trigger,deceptive,12,43045,1.8992820978164673,2.2755544185638428,0.3762723207473755,1.198112964630127
soft-trigger,deceptive,13,29611,2.032571792602539,2.404308795928955,0.371737003326416,1.1828899383544922
soft-trigger,deceptive,14,2969,1.0580737590789795,1.4284584522247314,0.37038469314575195,1.3500556945800781
soft-trigger,deceptive,15,26784,2.4267852306365967,2.7946252822875977,0.367840051651001,1.1515750885009766
soft-trigger,deceptive,16,19151,1.033205509185791,1.3903015851974487,0.3570960760116577,1.345619559288025
soft-trigger,deceptive,17,46709,0.8041023015975952,1.1568809747695923,0.35277867317199707,1.4387235641479492
soft-trigger,deceptive,18,15562,0.7916181087493896,1.1443812847137451,0.35276317596435547,1.4456229209899902
soft-trigger,deceptive,19,36274,1.3394807577133179,1.6856609582901,0.3461802005767822,1.2584435939788818
soft-trigger,deceptive,20,44469,1.8209238052368164,2.1628949642181396,0.34197115898132324,1.1878008842468262
soft-trigger,deceptive,21,21763,1.155095100402832,1.4938304424285889,0.33873534202575684,1.2932531833648682
